146	94	764	113	790	0
#jump left 
147	55	684	71	710	0
#stop left
148	215	723	231	751	0
#fight idle left
149	6	803	20	830	0
150	26	803	40	830	0
#sitting left
151	16	678	30	706	0
#fight while jumping left
152	54	804	73	830	0
153	94	803	112	830	0
154	134	803	153	830	0

#===============FIRE BALL====================
201	17	4	25	12	42
202	4	19	12	27	42
203	4	4	12	12	42
204	18	19	26	27	43

#=================ITEMS======================
#super mushroom
301	156	121	172	137	20
#super leaf
303	180	121	196	137	20
#FIRE FLOWER
302	309	121	325	137	20

#================EFFECT================
401	80	20	96	36	33
402	97	20	111	34	33
403	126	22	140	33	33

#================BRICK=======================
20001	408	225	424	241	20
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	14	61	29	10
#die by attack
30004	299	341	315	357	54

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20

#KOOPAS
#walk left
501	205	191	221	217	30
502	222	191	238	217	30
#walk right
503	187	191	202	217	30
504	170	191	185	217	30
#die sap
505	239	191	255	217	30
#dia ngua
506	152	202	168	228	30
#rung sap
507	74	127	90	153	52
#rung ngua
508	46	269	62	285	54
#die move sap
509	239	191	256	217	30
510	256	191	273	217	30
511	273	191	290	217	30
512	290	191	307	217	30
#die move ngua
513	279	188	295	224	31
514	228	188	244	224	31
515	262	188	278	224	31
516	245	188	261	224	31

#RED TROOPA
# move right
521	28	67	44	93	52
522	47	66	63	93	52
# move left
523	280	67	296	93	53
524	261	66	277	93	53
# lay prone nam sap
525	198	85	214	120	52
# lay supine nam ngua
526	114	269	130	285	54
# vibrate prone
527	71	75	89	91	52
# vibrate supine
528	235	277	253	293	54
# spin and move prone
#50101	218	95	244	121	52
#50102	238	95	254	121	52
#529	50	96	66	112	52
#530	71	96	87	112	52
#531	258	96	274	112	53
#50105	29	97	45	113	52

529	239	164	256	200	30
530	256	164	273	200	30
531	273	164	290	200	30
532	290	164	307	200	30

# spin and move supine
533	279	216	295	252	31
534	228	216	244	252	31
535	262	216	278	252	31
536	245	216	261	252	31

#532	50	256	66	272	55
#533	237	256	253	272	54
#534	258	256	274	272	54
#50106	279	255	295	271	54

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#BIG

#idle BIG right
0	01	100
#walk right big
1	01	100	02	100	03	100
#jump right big
2	04	100
#FFFFFFFFFFFFFFAll right
3	05	100
#sit right
4	06	100
#RUNNNNNNNNNG right
5	07	25	08	25	09	25
#STOPPPPPPPPP right
6	10	100

#idle BIG left
10	21	100
#walk left big
11	21	100	22	100	23	100
#jump left big
12	24	100
#FFFFFFFFFFFFFFAll right
13	25	100
# sit left
14	26	100
#RUNNNNNNNNNG left
15	27	25	28	25	29	25
#STOPPPPPPPPP left
16	30	100


#SMALL
#idle small right
20	41	100
#walk right small
21	41	100	42	100	43	100
# jump SMALL right
22	44	100
#RUNNNNNNNNNG right
23	45	25	46	25
#STOPPPPPPPPP right
24	47	100

#idle small left
30	61	100
#walk left small
31	61	100	62	100	63	100
# jump SMALL left
32	64	100
#RUNNNNNNNNNG right
33	65	25	66	25
#STOPPPPPPPPP right
34	67	100



#die
999	999	100


#====MARIO RACCON====
#idle right
40	81	100
#walk right
41	81	100	82	100	83	100	82	100
#running right
42	84	25	85	25	86	25
#jump right
43	87	100
#stop right
44	88	150
#fight idle right
45	89	75	90	75	91	75	92	75	89	75
#sitting right
46	93	100
#falling right 
47	83	100
#Quay duoi right
48	95	50	83	50	94	50
#flying right
49	96	50	98	50	97	50	98	50	96	50

#idle left
50	101	100
#walk left
51	101	100	102	100	103	100	102	100
#running left
52	104	25	105	25	106	25
#jump left
53	107	100
#stop left
54	108	150
#fight idle left
55	109	75	110	75	111	75	112	75	109	75
#sitting left
56	113	100
#falling left
57	103	100
#quay duoi left
58	115	50	103	50	114	50
#flying left
59	116	50	118	50	117	50	118	50	116	50

#==============FIRE MARIO===========
#idle right
60	121	100
#walking right
61	121	100	122	100	123	100
#running right
62	124	25	125	25	126	25
#jump right
63	127	100
#stop right
64	128	150
#fight right
65	129	100	130	100	121	100
#	121	100
#fight while jumping right
66	132	100	133	100	134	100
#sitting right
67	131	100
#falling right
68	123	100

#idle left
70	141	100
#walking left
71	141	100	142	100	143	100	142	100
#running left
72	144	25	145	25	146	25
#jump left
73	147	100
#stop left
74	148	150
#fight left
75	149	100	150	100	141	100
#	141	100
#fight while jumping left
76	152	100	153	100	154	100
#sitting left
77	151	100
#falling left
78	143	100

#======ITEMS=====
#super mushroom
901	301	100

#super leaf
902	302	100

#fire flower
903	303	100

#====EFFECT====
# ======= HIT EFFECT =======
501	401	40	402	40	403	40

#=====================Fire ball===============================
890	201	80	202	80	203	80	204	80

# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
# die by attack
703	30004	100

# ==== KOOPAS  =========
#walk left
801	501	100	502	100
#walk right
802	503	100	504	100
#die sap
803	505	100
#die ngua
804	506	100
#rung khi nam sap
805	507	100
#rung khi nam ngua
806	508	100
# die move sap
807	509	100	510	100	511	100	512	100
#die move ngua
808	513	100	514	100	515	100	516	100

# ====== RED KOOPA ======
# move right
811	521	100	522	100
# move left
812	523	100	524	100
# nam sap
813	525	100
# lay supsine: nam ngua
814	526	100
# vibrate prone: rung khi nam sap
815	527	100
# vibrate supine: rung khi nam ngua
816	528	100
# spin and move prone: xoay vong va di chuyen sap
817	529	100	530	100	531	100	532	100
# spin and move supine: xoay vong và di chuyen ngua
818	533	100	534	100	535	100	536	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	0	1	2	3	4	5	6	10	11	12	13	14	15	16	20	21	22	23	24	30	31	32	33	34	999	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	70	71	72	73	74	75	76	77	78
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602
# GOOMBA
3	701	702	703
#KOOPAS
4	801	802	803	804	805	806	807	808
#FIRE BALL
5	890
#ITEMS
6	901	902	903
#EFFECT
7	501
# RED KOOPA
8	811	812	813	814	815	816	817	818

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# MARIO
0	550	360	1
#0	500	30	1

#GOOMBA
#2	336	400	3
2	608	400	3
2	830	370	3
#2	930	370	3
# KOOPAS
#type	x	y	ani_set_id	type_of_koopas
#type: 1= koopa xanh, 2= koopa do, 3 = paratroopa xanh, 4 = paratroopa do
3	580	340	8	2
#3	1473	380	4	1
#3	450	380	4	1

# RED KOOPAS
#3	608	380	8

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
#1	192	352	22	2
#1	176	352	22	2
#1	192	368	22	2
#1	176	368	22	2
#1	224	304	22	2
#1	240	304	22	2
#1	416	320	22	2
#1	432	320	22	2
#1	656	384	22	2
#1	704	352	22	2
#1	1473	368	22	2
#1	300	304	22	2
#1	648	320	22	2
#1	664	320	22	2

1	192	352	22	2
1	176	352	22	2
#1	224	304	22	2
1	240	304	22	2
1	256	304	22	2
#1	272	304	22	2
1	416	310	22	2
#1	432	304	22	2
1	656	384	22	2
1	704	347	22	2
1	1473	360	22	2

#GROUND
40	0	416	2	39	1	0
40	624	400	2	29	1	0
40	624	416	2	29	1	0
40	1152	416	2	22	1	0
40	1536	416	2	5	1	0
40	1664	416	2	36	1	0
40	2256	416	2	35	1	0
40	352	368	2	2	3	0
40	1505	336	2	2	1	0
40	1569	400	2	1	1	0
40	1585	384	2	1	2	0
40	1601	368	2	1	3	0
40	1665	368	2	1	3	0
40	1681	384	2	1	2	0
40	1697	400	2	1	1	0
40	1793	384	2	2	2	0
40	1857	368	2	2	3	0
40	2256	368	2	2	3	0
40	2256	128	2	2	12	0
40	2320	384	2	2	2	0
#box
40	240	368	2	3	3	1
40	272	336	2	3	5	1
40	400	368	2	5	3	1
40	464	336	2	4	5	1
40	512	384	2	6	2	1
40	512	304	2	4	7	1
40	1264	384	2	7	2	1
40	1296	352	2	7	4	1
40	1328	320	2	7	6	1
40	2144	368	2	3	3	1
40	2176	272	2	3	9	1


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	380	150	1
[TILEMAP]
100	map\map.png	map\data.txt	27	208	11	11	16	16



